coreid,startdate,day,resp,nep,gpp
40,2020-08-18,14,-0.020164854961832072,0.009364294649061853,0.029529149610893923
41,2020-08-18,14,-0.012035061349693248,0.005299735191637633,0.017334796541330882
42,2020-08-18,14,-0.013018844133099831,-0.001251010452961671,0.01176783368013816
43,2020-08-18,14,-0.016859815384615385,0.012129825783972129,0.028989641168587515
44,2020-08-18,14,-0.01164231578947368,-0.0016480753138075315,0.009994240475666149
45,2020-08-18,14,-0.016247915194346294,1.3078745644599124e-4,0.016378702650792287
46,2020-08-18,14,-0.010984615384615381,-0.0014681171548117159,0.009516498229803666
47,2020-08-18,14,-0.0089988785046729,0.002012989547038323,0.011011868051711223
48,2020-08-18,14,-0.004323534883720934,0.001123138075313808,0.005446672959034742
49,2020-08-18,14,-0.010231924882629102,0.0018906276150627576,0.01212255249769186
50,2020-08-18,14,-0.018238495297805645,0.006331671309192203,0.02457016660699785
51,2020-08-18,14,-0.011546923076923078,0.0033294605809128623,0.01487638365783594
52,2020-08-18,14,-0.013630055248618777,-0.003933480662983428,0.009696574585635349
53,2020-08-18,14,-0.009870967741935483,-4.6037267080745593e-4,0.009410595071128028
54,2020-08-18,14,-0.016943516129032245,0.008553498964803312,0.025497015093835555
55,2020-08-18,14,-0.010699514018691594,-0.001300869565217391,0.009398644453474202
56,2020-08-18,14,-0.011408155339805836,0.002483784530386743,0.013891939870192578
57,2020-08-18,14,-0.010781433224755705,-2.1977900552486523e-4,0.01056165421923084
58,2020-08-18,14,-0.011341016949152544,-0.004105341614906833,0.0072356753342457105
59,2020-08-18,14,-0.010617272727272723,-0.0031219034482758636,0.00749536927899686
60,2020-08-18,14,-0.009489090909090921,-0.0031289379310344783,0.006360152978056442
61,2020-08-18,14,-0.010087528517110268,-0.003006574776016541,0.007080953741093727
62,2020-08-18,14,-0.00913346007604563,-0.004120068917987598,0.005013391158058031
63,2020-08-18,14,-0.013597399617590825,-0.0014150654720882139,0.012182334145502611
64,2020-08-18,14,-0.008971319311663483,-0.003119751895244656,0.005851567416418828
65,2020-08-18,14,-0.010770653266331663,0.0020526533425223948,0.012823306608854057
66,2020-08-18,14,-0.008426257197696742,-0.0016185123966942167,0.006807744801002526
67,2020-08-18,14,-0.008719999999999999,-0.002487037037037037,0.006232962962962961
68,2020-08-18,14,-0.012134280230326297,-0.002165127498277049,0.009969152732049248
69,2020-08-18,14,-0.010372881355932216,2.916298342541447e-4,0.010664511190186361
70,2020-08-18,14,-0.01287035653650255,0.001654604267033723,0.014524960803536274
71,2020-08-18,14,-0.006295999999999993,-0.0020596423658872077,0.0042363576341127845
72,2020-08-18,14,-0.007587123287671237,-5.219257221458045e-4,0.0070651975655254325
73,2020-08-18,14,-0.017473655172413807,0.009156897735072065,0.026630552907485873
74,2020-08-18,14,-0.00805484536082475,-4.924621733149918e-4,0.007562383187509758
75,2020-08-18,14,-0.015187253886010367,0.007118983516483517,0.022306237402493885
76,2020-08-18,14,-0.012792669322709163,-0.001705837912087909,0.011086831410621254
77,2020-08-18,14,-0.011393793103448272,-0.0018375359342915846,0.009556257169156687
78,2020-08-18,14,-0.011813975903614451,-0.0024016427104722776,0.009412333193142174
79,2020-08-18,14,-0.018515256637168156,0.008502558139534882,0.027017814776703036
80,2020-08-18,14,-0.009417931034482758,-0.0032093023255813963,0.006208628708901362
81,2020-08-18,14,-0.011618579040852572,3.0606971975392536e-4,0.011924648760606497
82,2020-08-18,14,-0.010595510204081641,-0.0022573770491803296,0.008338133154901312
83,2020-08-18,14,-0.009691051546391747,-0.0030990163934426235,0.006592035152949123
84,2020-08-18,14,-0.009397377049180334,-0.0034689754098360657,0.005928401639344268
85,2020-08-18,14,-0.006996694214876035,-0.0035393442622950813,0.0034573499525809535
86,2020-08-18,14,-0.01819739130434783,0.01170024423337856,0.02989763553772639
87,2020-08-18,14,-0.017304827586206897,0.005863781569965868,0.023168609156172765
88,2020-08-18,14,-0.012561659751037344,-0.0020831672354948787,0.010478492515542465
89,2020-08-18,14,-0.01005802197802198,0.0035901773533424312,0.013648199331364411
90,2020-08-18,14,-0.007766540880503141,-0.003851787175989087,0.003914753704514053
91,2020-08-18,14,-0.010635000000000009,0.002850572987721688,0.013485572987721697
92,2020-08-18,14,-0.004583425414364637,-4.762781186094086e-4,0.004107147295755228
93,2020-08-18,14,-0.008175083179297608,-0.001317993174061439,0.006857090005236169
94,2020-08-18,14,-0.01739279112754158,0.011660027303754266,0.029052818431295847
95,2020-08-18,14,-0.009431688311688316,0.003896887372013653,0.013328575683701969
96,2020-08-18,14,-0.010404758364312282,0.0030690450204638436,0.013473803384776125
97,2020-08-18,14,-0.007931214953271036,6.062985685071575e-4,0.008537513521778194
98,2020-08-18,14,-0.014129383177570086,0.0041272801635991825,0.01825666334116927
99,2020-08-18,14,-0.012086616541353387,0.0017589085948158244,0.013845525136169212
100,2020-08-18,14,-0.01673413533834587,0.01639792633015007,0.033132061668495943
2,2020-08-27,22,-0.01697630026809651,0.01094937325905292,0.02792567352714943
4,2020-08-27,22,-0.020301554959785525,0.013317574912891985,0.03361912987267751
5,2020-08-27,22,-0.022868894878706213,0.019305625000000003,0.04217451987870621
8,2020-08-27,22,-0.013307919463087249,0.006760960334029222,0.02006887979711647
9,2020-08-27,22,-0.03116911051212939,0.02497830437804031,0.0561474148901697
10,2020-08-27,22,-0.020734925373134327,0.009367894736842112,0.03010282010997644
11,2020-08-27,22,-0.012994445927903867,-6.861559888579396e-4,0.012308289939045928
12,2020-08-27,22,-0.018557374830852496,0.0025008731808731834,0.021058248011725678
13,2020-08-27,22,-0.014341528150134054,-7.750867453157523e-4,0.0135664414048183
14,2020-08-27,22,-0.014095546558704458,0.005801912681912681,0.01989745924061714
16,2020-08-27,22,-0.009516779431664407,-0.0012940720221606653,0.008222707409503741
17,2020-08-27,22,-0.016913504736129903,0.008886149584487534,0.025799654320617437
18,2020-08-27,22,-0.012332476319350463,-4.580457380457404e-4,0.011874430581304723
19,2020-08-27,22,-0.01382528455284553,6.484487534626034e-4,0.014473733306308134
20,2020-08-27,22,-0.012763821138211392,0.0014904432132964037,0.014254264351507796
21,2020-08-27,22,-0.013363658536585377,-0.0012907276507276462,0.012072930885857732
24,2020-08-27,22,-0.013069877551020407,0.004474155124653743,0.01754403267567415
26,2020-08-27,22,-0.011608571428571433,-0.004316798336798337,0.007291773091773097
28,2020-08-27,22,-0.0067953678474114414,-0.0025273961218836537,0.004267971725527788
30,2020-08-27,22,-0.019393896457765663,0.010317257617728533,0.029711154075494198
35,2020-08-27,22,-0.010216721311475413,-0.002942036011080337,0.007274685300395076
37,2020-08-27,22,-0.014848695652173916,0.007369756097560978,0.022218451749734892
39,2020-08-27,22,-0.021783287671232877,0.009988381742738587,0.031771669413971464
40,2020-08-27,22,-0.020640328767123288,0.014411294117647062,0.03505162288477035
42,2020-08-27,22,-0.013874794520547936,0.0017336470588235318,0.015608441579371468
43,2020-08-27,22,-0.021640767123287673,0.017848587257617725,0.039489354380905395
44,2020-08-27,22,-0.011597933884297515,0.006566205943331028,0.018164139827628545
45,2020-08-27,22,-0.014708512396694217,0.00934001382170007,0.02404852621839429
46,2020-08-27,22,-0.010319586206896544,0.002244564315352699,0.012564150522249243
47,2020-08-27,22,-0.014204027586206893,0.008037261410788381,0.022241288996995276
50,2020-08-27,22,-0.01912746887966804,0.013213443983402488,0.03234091286307053
53,2020-08-27,22,-0.010617016574585627,2.045643153526965e-4,0.010821580889938323
56,2020-08-27,22,-0.014606796116504858,0.0045804837595024225,0.019187279876007282
57,2020-08-27,22,-0.01061252077562326,0.001584315352697097,0.012196836128320357
59,2020-08-27,22,-0.01362833333333333,0.003112163096060815,0.016740496429394146
60,2020-08-27,22,-0.008082083333333337,-0.0030127712508638566,0.00506931208246948
63,2020-08-27,22,-0.01043407510431154,1.9032480995162128e-4,0.010624399914263161
64,2020-08-27,22,-0.008330236439499301,-0.0033985892116182607,0.00493164722788104
65,2020-08-27,22,-0.010157381615598874,-2.99999999999998e-4,0.009857381615598876
66,2020-08-27,22,-0.011318022284122571,0.004970823529411766,0.016288845813534337
67,2020-08-27,22,-0.009236983240223451,-0.0014272941176470579,0.007809689122576393
68,2020-08-27,22,-0.013675977653631276,0.008126800554016617,0.021802778207647894
69,2020-08-27,22,-0.00831977622377622,-0.003863850415512465,0.004455925808263756
70,2020-08-27,22,-0.005935714285714288,-2.2321329639889376e-4,0.005712500989315394
72,2020-08-27,22,-0.014090898876404483,0.007389176470588233,0.021480075346992717
73,2020-08-27,22,-0.018471741573033718,0.009803294117647063,0.02827503569068078
74,2020-08-27,22,-0.009674894217207337,-0.0011222821576763544,0.008552612059530982
75,2020-08-27,22,-0.008677912552891392,-0.001094771784232365,0.0075831407686590266
76,2020-08-27,22,-0.009955084745762708,-0.0031418257261410796,0.0068132590196216284
77,2020-08-27,22,-0.013163338048090516,0.00264199032480995,0.015805328372900468
80,2020-08-27,22,-0.013191903409090907,0.005164806629834255,0.01835671003892516
81,2020-08-27,22,-0.01088676136363637,0.007202031789910158,0.01808879315354653
83,2020-08-27,22,-0.007928181818181812,0.00487190444591905,0.012800086264100861
86,2020-08-27,22,-0.006899488636363628,0.004138247011952186,0.011037735648315814
87,2020-08-27,22,-0.005273863636363628,0.00997852589641434,0.01525238953277797
89,2020-08-27,22,-0.009059744318181831,0.010795176715176715,0.019854921033358546
90,2020-08-27,22,-0.006886808510638296,-0.001959361997226077,0.004927446513412219
96,2020-08-27,22,-0.008235340909090907,0.011845298196948684,0.02008063910603959
97,2020-08-27,22,-0.009164039829302991,0.006720831600831598,0.01588487143013459
99,2020-08-27,22,-0.009610924608819339,0.02032365904365904,0.029934583652478378
